season,week,actual_eliminated,simulated_eliminated,is_correct
21,7,"['Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer']",Hayes Grier,True
21,8,"['Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega']",Andy Grammer,True
21,9,"['Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega']",Tamar Braxton,False
21,10,"['Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega']",Nick Carter,False
21,11,"['Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega']",Alek Skarlatos,False
22,1,"['Geraldo Rivera', 'Geraldo Rivera', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Mischa Barton', 'Mischa Barton', 'Mischa Barton', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Kim Fields', 'Kim Fields', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Antonio Brown', 'Von Miller', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris']",Geraldo Rivera,True
22,2,"['Geraldo Rivera', 'Geraldo Rivera', 'Mischa Barton', 'Mischa Barton', 'Mischa Barton', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Kim Fields', 'Kim Fields', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Von Miller', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris']",Geraldo Rivera,True
22,3,"['Mischa Barton', 'Mischa Barton', 'Mischa Barton', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris']",Mischa Barton,True
22,4,"['Marla Maples', 'Marla Maples', 'Marla Maples', 'Marla Maples', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie']",Marla Maples,True
22,5,"['Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie']",Antonio Brown,True
22,6,"['Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie', 'Doug Flutie']",Von Miller,True
22,7,"['Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Von Miller', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Kim Fields', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris']",Von Miller,True
22,8,"['Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin', 'Jodie Sweetin']",Wanya Morris,True
22,9,"['Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Antonio Brown', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris', 'Wanya Morris']",Antonio Brown,True
23,1,"['Rick Perry', 'Rick Perry', 'Rick Perry', 'Jake T. Austin', 'Maureen McCormick', 'Jake T. Austin', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Ryan Lochte', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Ryan Lochte', 'Ryan Lochte', 'Amber Rose', 'Amber Rose', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Babyface', 'Babyface', 'Babyface', 'Babyface', 'Terra Jole', 'Terra Jole', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner']",Rick Perry,True
23,2,"['Jake T. Austin', 'Jake T. Austin', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Jana Kramer', 'Jana Kramer', 'Babyface', 'Babyface', 'Babyface', 'Babyface', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Rick Perry', 'Rick Perry', 'Rick Perry']",Jake T. Austin,True
23,3,"['Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Babyface', 'Babyface', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Babyface', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Babyface', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Rick Perry', 'Rick Perry', 'Rick Perry', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice']",Ryan Lochte,True
23,4,"['Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Vanilla Ice', 'Babyface', 'Babyface', 'Babyface', 'Babyface', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner']",Vanilla Ice,True
23,5,"['Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner']",Calvin Johnson Jr.,False
23,6,"['Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Amber Rose', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner']",Amber Rose,True
23,7,"['Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Maureen McCormick', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner']",Maureen McCormick,True
23,8,"['Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Ryan Lochte', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer']",Ryan Lochte,True
23,9,"['Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Marilu Henner', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer']",Marilu Henner,True
23,10,"['Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole', 'Terra Jole']",Calvin Johnson Jr.,False
23,11,"['Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer', 'Jana Kramer']",Jana Kramer,True
24,1,"['Chris Kattan', 'Chris Kattan', 'Mr. T', 'Mr. T', 'Mr. T', 'Mr. T', 'Charo', 'Charo', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Charo', 'Bonner Bolton', 'Bonner Bolton', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nancy Kerrigan', 'Heather Morris', 'Heather Morris', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Heather Morris', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles']",Chris Kattan,True
24,2,"['Chris Kattan', 'Chris Kattan', 'Charo', 'Charo', 'Charo', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Erika Jayne', 'Erika Jayne', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Bonner Bolton', 'Nancy Kerrigan', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Bonner Bolton', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Bonner Bolton', 'Bonner Bolton', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Mr. T', 'Mr. T', 'Mr. T', 'Mr. T']",Chris Kattan,True
24,3,"['Charo', 'Charo', 'Charo', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Mr. T', 'Mr. T', 'Mr. T', 'Mr. T', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris']",Charo,True
24,4,"['Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Mr. T', 'Mr. T', 'Mr. T', 'Mr. T', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles']",Normani,False
24,5,"['Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Erika Jayne', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles']",Erika Jayne,True
24,6,"['Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Heather Morris', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall']",Heather Morris,True
24,7,"['Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nancy Kerrigan', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Nick Viall', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles']",Nancy Kerrigan,True
24,8,"['Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Bonner Bolton', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles']",Bonner Bolton,True
24,9,"['Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles', 'Simone Biles']",David Ross,False
